Bitki_Hastalik,Cozum,Sure,Mekan,Tedavi
Tomato leaf_Mold,kimyasal,uzun vade,ev,Etkili bir sistemik fungisit uygulayın ve yaprak aralıklarını düzenli olarak kontrol edin.
Tomato leaf_Mold,kimyasal,uzun vade,bahçe,Bahçede mantar ilaçlarını periyodik olarak kullanarak bitkilerin sağlığını koruyun ve nem seviyesini düşük tutun.
Tomato leaf_Mold,kimyasal,uzun vade,sera,Serada sistemik bir fungisit kullanarak enfeksiyonun yayılmasını önleyin. Havalandırmayı artırın.
Tomato leaf_Mold,kimyasal,kısa vade,ev,Hızlı bir müdahale için bakır bazlı bir mantar ilacı püskürtün ve enfekte yaprakları temizleyin.
Tomato leaf_Mold,kimyasal,kısa vade,bahçe,Bahçede hastalık belirtileri görüldüğünde hızlı etki için uygun bir fungisit uygulayın.
Tomato leaf_Mold,kimyasal,kısa vade,sera,Serada enfekte yapraklara uygun dozda fungisit püskürtün ve bitki kalıntılarını toplayarak imha edin.
Tomato leaf_Mold,doğal,uzun vade,ev,Kompost çayı veya doğal mantar önleyicilerle düzenli bakım yaparak bitkilerin bağışıklığını güçlendirin.
Tomato leaf_Mold,doğal,uzun vade,bahçe,Bahçede Neem yağı veya karbonatlı su ile yaprakları periyodik olarak koruyun.
Tomato leaf_Mold,doğal,uzun vade,sera,Serada biyolojik mantar önleyiciler kullanarak enfeksiyon riskini minimuma indirin ve nem kontrolü sağlayın.
Tomato leaf_Mold,doğal,kısa vade,ev,Karbonatlı su veya sarımsak suyu püskürterek enfekte yaprakları tedavi edin.
Tomato leaf_Mold,doğal,kısa vade,bahçe,Hızlı çözüm için sütlü su (1 ölçü süt ve  9 ölçü su) karışımını yapraklara uygulayın.
Tomato leaf_Mold,doğal,kısa vade,sera,Serada neem yağı veya sirke-su karışımını yapraklara püskürterek hastalık belirtilerini kontrol altına alın.
Tomato leaf_Mosaic virus,kimyasal,uzun vade,ev,Hastalığı taşıyan yaprak bitleriyle mücadele etmek için sistemik bir böcek ilacı kullanın. Enfekte yaprakları düzenli olarak temizleyin ve imha edin.
Tomato leaf_Mosaic virus,kimyasal,uzun vade,bahçe,Yaprak bitlerini kontrol altında tutmak için sistemik insektisitler uygulayın. Bahçedeki enfekte bitki kalıntılarını temizleyerek virüsün yayılmasını önleyin.
Tomato leaf_Mosaic virus,kimyasal,uzun vade,sera,Serada düzenli böcek kontrolü yaparak yaprak bitleri gibi vektörlerin önüne geçin. Sistemik böcek ilacı ile bulaşmayı minimuma indirin.
Tomato leaf_Mosaic virus,kimyasal,kısa vade,ev,Hastalık belirtileri görülen yapraklara sistemik böcek ilacı püskürtün ve etkilenen yaprakları hemen çıkarın.
Tomato leaf_Mosaic virus,kimyasal,kısa vade,bahçe,Virüs taşıyan yaprak bitlerini hızlıca kontrol altına almak için uygun bir insektisit püskürtün.
Tomato leaf_Mosaic virus,kimyasal,kısa vade,sera,Serada yaprak bitlerini hızla yok etmek için etkili bir sistemik böcek ilacı uygulayın. Enfekte yaprakları toplayıp atın.
Tomato leaf_Mosaic virus,doğal,uzun vade,ev,Yaprak bitlerini caydırmak için Neem yağı veya sarımsak yağı püskürtün. Düzenli olarak hastalıklı yaprakları kontrol edin ve imha edin.
Tomato leaf_Mosaic virus,doğal,uzun vade,bahçe,Doğal böcek tuzakları yerleştirerek yaprak bitlerini kontrol altında tutun. Virüsün yayılmasını önlemek için kompost çayı ile bitkileri besleyin.
Tomato leaf_Mosaic virus,doğal,uzun vade,sera,Serada doğal böcek kovucular ve faydalı böcekler kullanarak yaprak bitlerini azaltın. Enfekte bitkileri erken dönemde ayıklayın.
Tomato leaf_Mosaic virus,doğal,kısa vade,ev,Neem yağı veya sarımsak suyu püskürterek yaprak bitlerini hızlıca etkisiz hale getirin. Etkilenen yaprakları toplayarak imha edin.
Tomato leaf_Mosaic virus,doğal,kısa vade,bahçe,Hızlı bir müdahale için organik sabunlu su karışımı yapraklara püskürtün. Enfekte yaprakları hemen temizleyin.
Tomato leaf_Mosaic virus,doğal,kısa vade,sera,Serada doğal kovucular veya bitki bazlı yağlarla yaprak bitlerini kontrol edin. Hastalıklı bitkilerden hızlıca kurtulun.
Tomato leaf_Septoria spot,kimyasal,uzun vade,ev,Bakır içeren mantar ilaçlarını düzenli olarak kullanarak enfeksiyonu kontrol altına alın. Yaprak temizliği yapmayı ihmal etmeyin.
Tomato leaf_Septoria spot,kimyasal,uzun vade,bahçe,Düzenli fungisit uygulamaları ile enfekte yaprakların mantar sporlarını baskılayın. Bahçeyi temiz tutarak hastalık riskini azaltın.
Tomato leaf_Septoria spot,kimyasal,uzun vade,sera,Serada sistemik fungisitlerle enfeksiyonu önleyin ve hastalık yapraklara yayılmadan tedbir alın.
Tomato leaf_Septoria spot,kimyasal,kısa vade,ev,Etkilenen yapraklara mantar ilacı püskürtün. Temizlik yaparak spor yayılmasını engelleyin.
Tomato leaf_Septoria spot,kimyasal,kısa vade,bahçe,Hızlı tedavi için yapraklara bakır içeren bir mantar ilacı uygulayın ve enfekte yaprakları uzaklaştırın.
Tomato leaf_Septoria spot,kimyasal,kısa vade,sera,Serada mantar ilacı ile enfekte alanları hedefleyerek tedavi edin. Yaprak temizliği yapmayı ihmal etmeyin.
Tomato leaf_Septoria spot,doğal,uzun vade,ev,Bitki direncini artırmak için kompost çayı püskürtün ve düzenli bakım yapın. Enfekte yaprakları toplayarak imha edin.
Tomato leaf_Septoria spot,doğal,uzun vade,bahçe,Bahçede hastalık riskini azaltmak için karbonatlı su püskürtün ve hastalıklı yaprakları temizleyin.
Tomato leaf_Septoria spot,doğal,uzun vade,sera,Serada faydalı mikroorganizmalar içeren ürünler kullanarak mantar sporlarını baskılayın.
Tomato leaf_Septoria spot,doğal,kısa vade,ev,Karbonatlı su karışımı yapraklara püskürterek hastalığı kontrol edin. Enfekte yaprakları hemen toplayarak imha edin.
Tomato leaf_Septoria spot,doğal,kısa vade,bahçe,Neem yağı püskürterek hastalığın yayılmasını önleyin ve enfekte yaprakları hemen toplayın.
Tomato leaf_Septoria spot,doğal,kısa vade,sera,Serada karbonatlı su veya sirke-su karışımı ile yaprakları tedavi edin. Temizlik yaparak enfeksiyon yayılmasını durdurun.
Tomato leaf_Target spot,kimyasal,uzun vade,ev,Hastalığın kontrolü için sistemik bir mantar ilacı uygulayın. Yaprak temizliği yaparak mantar sporlarının yayılmasını önleyin.
Tomato leaf_Target spot,kimyasal,uzun vade,bahçe,Bahçede düzenli aralıklarla fungisit uygulayın ve enfekte yaprakları toplayarak imha edin.
Tomato leaf_Target spot,kimyasal,uzun vade,sera,Serada etkili bir fungisit kullanarak enfeksiyonu kontrol altına alın. Bitkiler arasında hava sirkülasyonu sağlayın.
Tomato leaf_Target spot,kimyasal,kısa vade,ev,Hastalık görülen yapraklara mantar ilacı püskürterek hızlı bir müdahale yapın.
Tomato leaf_Target spot,kimyasal,kısa vade,bahçe,Hızlı etki için bakır içerikli mantar ilacı uygulayın. Enfekte yaprakları budamayı unutmayın.
Tomato leaf_Target spot,kimyasal,kısa vade,sera,Serada hastalıklı yapraklara uygun bir fungisit püskürtün ve enfekte alanları hemen temizleyin.
Tomato leaf_Target spot,doğal,uzun vade,ev,Kompost çayı püskürterek bitki bağışıklığını artırın. Düzenli yaprak bakımı yapmayı ihmal etmeyin.
Tomato leaf_Target spot,doğal,uzun vade,bahçe,Bahçede karbonatlı su veya sirke-su karışımı ile yaprakları düzenli olarak tedavi edin.
Tomato leaf_Target spot,doğal,uzun vade,sera,Serada biyolojik mantar önleyiciler kullanarak hastalık riskini düşürün. Hava akışını düzenli tutun.
Tomato leaf_Target spot,doğal,kısa vade,ev,Karbonatlı su karışımını enfekte yapraklara püskürterek mantar sporlarını kontrol altına alın.
Tomato leaf_Target spot,doğal,kısa vade,bahçe,Neem yağı kullanarak hastalıklı yaprakları tedavi edin. Enfekte bitki kalıntılarını temizleyin.
Tomato leaf_Target spot,doğal,kısa vade,sera,Serada doğal mantar önleyici karışımlar püskürtün ve hastalıklı yaprakları hızlıca temizleyin.
Tomato leaf_Two spotted spider mites,kimyasal,uzun vade,ev,Akar ilacı ile düzenli kontrol sağlayarak yaprak zararlılarını etkisiz hale getirin.
Tomato leaf_Two spotted spider mites,kimyasal,uzun vade,bahçe,Bahçede sistemik akar ilaçları kullanarak zararlı popülasyonunu kontrol altında tutun.
Tomato leaf_Two spotted spider mites,kimyasal,uzun vade,sera,Serada yapraklarda akar ilaçları kullanarak zararlıları engelleyin ve düzenli temizlik yapın.
Tomato leaf_Two spotted spider mites,kimyasal,kısa vade,ev,Yapraklara hızlıca uygun bir akar ilacı püskürtün.
Tomato leaf_Two spotted spider mites,kimyasal,kısa vade,bahçe,Bahçede akar ilacı ile hızlı müdahale yaparak zararlıları kontrol altına alın.
Tomato leaf_Two spotted spider mites,kimyasal,kısa vade,sera,Serada etkili bir kimyasal ilaç uygulayın.
Tomato leaf_Two spotted spider mites,doğal,uzun vade,ev,Neem yağı veya sarımsak yağı ile düzenli püskürtme yaparak zararlıları uzak tutun.
Tomato leaf_Two spotted spider mites,doğal,uzun vade,bahçe,Bahçede doğal böcek kovucular kullanarak yaprak akarlarını kontrol edin ve faydalı böcekleri teşvik edin.
Tomato leaf_Two spotted spider mites,doğal,uzun vade,sera,Serada neem yağı püskürterek zararlıları uzaklaştırın ve biyolojik kontrol sağlayın.
Tomato leaf_Two spotted spider mites,doğal,kısa vade,ev,Sarımsak suyu veya neem yağı ile yapraklara hızlı bir şekilde müdahale edin.
Tomato leaf_Two spotted spider mites,doğal,kısa vade,bahçe,Doğal sabunlu su karışımı püskürterek akarları hızla etkisiz hale getirin.
Tomato leaf_Two spotted spider mites,doğal,kısa vade,sera,Serada yapraklara neem yağı veya sarımsak yağı püskürterek zararlılara müdahale edin.
Tomato leaf_Yellow virus,kimyasal,uzun vade,ev,Virüsü taşıyan beyaz sinekleri kontrol etmek için sistemik bir böcek ilacı kullanın. Yaprak temizliği yaparak hastalığı baskılayın.
Tomato leaf_Yellow virus,kimyasal,uzun vade,bahçe,Beyaz sinek popülasyonunu kontrol altına almak için düzenli böcek ilacı uygulayın ve enfekte yaprakları imha edin.
Tomato leaf_Yellow virus,kimyasal,uzun vade,sera,Serada etkili bir böcek ilacı kullanarak beyaz sineklerden kaynaklı bulaşmayı önleyin.
Tomato leaf_Yellow virus,kimyasal,kısa vade,ev,Beyaz sineklere hızlı müdahale için uygun bir insektisit püskürtün ve hastalıklı yaprakları temizleyin.
Tomato leaf_Yellow virus,kimyasal,kısa vade,bahçe,Bahçede beyaz sineklere yönelik bir böcek ilacı püskürterek virüsün yayılmasını önleyin.
Tomato leaf_Yellow virus,kimyasal,kısa vade,sera,Serada beyaz sineklere karşı etkili bir böcek ilacı uygulayın ve temizliği ihmal etmeyin.
Tomato leaf_Yellow virus,doğal,uzun vade,ev,Neem yağı veya sarımsak püskürterek beyaz sinekleri uzaklaştırın. Bitkilerin genel sağlığını artırmak için kompost çayı kullanın.
Tomato leaf_Yellow virus,doğal,uzun vade,bahçe,Doğal böcek kovucular ve faydalı böceklerle beyaz sinekleri kontrol altında tutun.
Tomato leaf_Yellow virus,doğal,uzun vade,sera,Serada beyaz sinekleri doğal kovucularla önleyin ve faydalı böcekler yerleştirin.
Tomato leaf_Yellow virus,doğal,kısa vade,ev,Hızlı bir çözüm için neem yağı püskürterek beyaz sinekleri uzaklaştırın.
Tomato leaf_Yellow virus,doğal,kısa vade,bahçe,Neem yağı veya sabunlu su karışımıyla beyaz sinekleri etkisiz hale getirin.
Tomato leaf_Yellow virus,doğal,kısa vade,sera,Serada beyaz sineklere karşı neem yağı veya doğal sabunlu su püskürtün.
Squash___Powdery_mildew,kimyasal,uzun vade,ev,Çiçeklenme öncesinde düzenli olarak kükürt bazlı bir fungisit uygulayın. Bitkileri iyi havalandırılmış bir ortamda tutarak hastalığı önleyin.
Squash___Powdery_mildew,kimyasal,uzun vade,bahçe,Bahar başında myclobutanil veya propikonazol gibi sistemik fungisitler uygulayın. Bitkiler arasında yeterli mesafe bırakarak hava dolaşımını artırın.
Squash___Powdery_mildew,kimyasal,uzun vade,sera,Serada yüksek nemi kontrol altına alarak önlem alın. Kükürt içerikli spreyleri büyüme sezonu boyunca 2-3 haftada bir uygulayın.
Squash___Powdery_mildew,kimyasal,kısa vade,ev,İlk enfeksiyon belirtisi dönemindeyseniz triflumizole bazlı bir fungisit kullanın. Etkilenen yaprakları kesin ve ortamı havalandırın.
Squash___Powdery_mildew,kimyasal,kısa vade,bahçe,Hızlı etki için mancozeb veya dinocap içeren bir fungisit kullanarak enfekte olmuş alanları tedavi edin. Yaprakların alt ve üst yüzeylerini iyice kaplayın.
Squash___Powdery_mildew,kimyasal,kısa vade,sera,Hızlı müdahale için kükürt veya chlorothalonil bazlı fungisit uygulayın. Sera içindeki hava sirkülasyonunu artırarak mantar yayılımını durdurun.
Squash___Powdery_mildew,doğal,uzun vade,ev,Haftada bir Neem yağı uygulayarak bitkiyi mantara karşı koruyun. Sulama sırasında yaprakları kuru tutmaya dikkat edin.
Squash___Powdery_mildew,doğal,uzun vade,bahçe,Sütlü su karışımı (1 ölçü süt ve  9 ölçü su) hazırlayarak haftalık sprey yapın. Ayrıca toprak sağlığını artırmak için organik kompost kullanın.
Squash___Powdery_mildew,doğal,uzun vade,sera,Serada organik kükürt veya karbonatlı su spreyini düzenli olarak uygulayın. Nem kontrolü sağlamak için seranın havalandırmasını düzenli yapın.
Squash___Powdery_mildew,doğal,kısa vade,ev,Karbonatlı su (1 litre suya 1 çay kaşığı karbonat) veya elma sirkesi karışımı püskürtün. Etkilenen yaprakları budayarak uzaklaştırın
Squash___Powdery_mildew,doğal,kısa vade,bahçe,Hastalığın başlangıcındaysanız sütlü su veya Neem yağı spreyini haftada 1 kez uygulayın. Enfekte olmuş yaprakları kompost yapmadan yok edin.
Squash___Powdery_mildew,doğal,kısa vade,sera,Karbonatlı su veya organik kükürt spreyini 3-4 günde bir uygulayın. Ayrıca serayı düzenli olarak havalandırarak mantar sporlarının yayılmasını engelleyin.
